,source,text,date,retweet_count,favorite_count,id_str,time
16389,Twitter for iPhone,"If Chuck Schumer and Nancy Pelosi gain the majority, they will try to raise your taxes, restore job-killing regulations, shut down your coal mines and timber mills, take away your healthcare, impose socialism, and ERASE your borders. VOTE for @MattForMontana and @GregForMontana! https://t.co/aDnCQKY7QD",2018-11-03,18479,58442,1058820790546821120,20:38:43.000000
16410,Twitter for iPhone,"If @AndrewGillum did the same job with Florida that he has done in Tallahassee as Mayor, the State will be a crime ridden, overtaxed mess. @RonDeSantisFL will be a great Governor. VOTE!!!!!!",2018-11-05,18592,60703,1059435440497934336,13:21:07.000000
16426,Twitter for iPhone,"A fantastic evening in Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs, great on tax cuts, and tough on crime. He shares your values, and he will always support our Military, Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/8zgyv5x2A6",2018-11-06,3719,11725,1059673017511485440,05:05:09.000000
16428,Twitter for iPhone,"A fantastic evening in Cape Girardeau, Missouri. Josh @HawleyMO will be a tireless champion for YOU. He is great on jobs, great on tax cuts, and tough on crime. He shares your values, and he will always support our Military, Vets and Police! Get out tomorrow and VOTE for Josh!! https://t.co/YPB8nqX2d6",2018-11-06,11798,46028,1059695972907921408,06:36:22.000000
16521,Twitter for iPhone,"....their country’s flag. Can this be possible? Yes, because it is all a BIG CON, and the American taxpayer is paying for it!",2018-11-17,26273,111566,1063593459695669248,00:43:36.000000
16595,Twitter for iPhone,"The reason that the small truck business in the U.S. is such a go to favorite is that, for many years, Tariffs of 25% have been put on small trucks coming into our country. It is called the “chicken tax.” If we did that with cars coming in, many more cars would be built here.....",2018-11-28,17319,71225,1067791101782831104,14:43:31.000000
16651,Twitter for iPhone,....in the world. I want clean air and clean water and have been making great strides in improving America’s environment. But American taxpayers – and American workers – shouldn’t pay to clean up others countries’ pollution.,2018-12-04,23877,99706,1070089367224549376,22:56:01.000000
16684,Twitter for iPhone,"Hopefully Mitch McConnell will ask for a VOTE on Criminal Justice Reform. It is extremely popular and has strong bipartisan support. It will also help a lot of people, save taxpayer dollars, and keep our communities safe. Go for it Mitch!",2018-12-07,17851,81241,1071146400019169280,20:56:17.000000
16693,Twitter for iPhone,Very sad day &amp; night in Paris. Maybe it’s time to end the ridiculous and extremely expensive Paris Agreement and return money back to the people in the form of lower taxes? The U.S. was way ahead of the curve on that and the only major country where emissions went down last year!,2018-12-08,39181,151275,1071454998414921728,17:22:32.000000
16717,Twitter for iPhone,Thanks to Leader McConnell for agreeing to bring a Senate vote on Criminal Justice this week! These historic changes will make communities SAFER and SAVE tremendous taxpayers dollars. It brings much needed hope to many families during the Holiday Season.,2018-12-11,21960,104310,1072614269773119488,22:09:04.000000
17264,Twitter for iPhone,"Democrats are becoming the Party of late term abortion, high taxes, Open Borders and Crime!",2019-01-31,43513,144571,1090967053689937920,13:36:29.000000
17624,Twitter for iPhone,"RT @paulsperry_: Cohen claimed his shady father-in-law's ""in the clothing business"" when in fact he's loan shark in same taxicab medallion…",2019-03-08,7831,0,1104119160290783232,20:38:16.000000
17645,Twitter for iPhone,"I hope the grandstanding Governor of California is able to spend his very highly taxed citizens money on asylum holds more efficiently than money has been spent on the so-called Fast Train, which is $Billions over budget &amp; in total disarray. Time to reduce taxes in California!",2019-03-09,22984,103208,1104499701016133632,21:50:23.000000
17690,Twitter for iPhone,"RT @WhiteHouse: All across America, hardworking taxpayers balance their household budgets, find ways to do more with less, and still manage…",2019-03-13,9486,0,1105675091457855488,03:40:58.000000
18016,Twitter for iPhone,"RT @Jim_Jordan: Dem talk:
-Abolish ICE
-Borderless hemisphere
-Walls are immoral
-Illegals should vote
-Raise taxes

@POTUS action:
-Regs r…",2019-04-08,20382,0,1115224392844312576,12:06:29.000000
18017,Twitter for iPhone,"RT @Jim_Jordan: Dems want President’s tax returns for purely political purposes!

Frightening, but shouldn’t surprise us—same folks used th…",2019-04-08,22934,0,1115225104122818560,12:09:19.000000
18018,Twitter for iPhone,"RT @cspan: Rep. @Jim_Jordan on President Trump's tax returns: ""There's no law that says they have to be public.""

Watch full #Newsmakers in…",2019-04-08,9830,0,1115225213426442240,12:09:45.000000
18096,Twitter for iPhone,"Just out: The USA has the absolute legal right to have apprehended illegal immigrants transferred to Sanctuary Cities. We hereby demand that they be taken care of at the highest level, especially by the State of California, which is well known or its poor management &amp; high taxes!",2019-04-14,43044,166463,1117242926654947328,01:47:25.000000
18247,Twitter for iPhone,"RT @MarshaBlackburn: Here’s what #TaxReform has brought to our country: 
✅3.2 million new jobs
✅A bigger paycheck for ~90% of taxpayers
✅Lo…",2019-04-22,9734,0,1120477290650116096,23:59:38.000000
18312,Twitter for iPhone,"Spoke to Saudi Arabia and others about increasing oil flow. All are in agreement. The California tax on gasoline is causing big problems on pricing for that state. Speak to your Governor about reducing. Economic numbers, 3.2% GDP for what is often worst quarter, looking good!",2019-04-26,19980,79380,1121844339200540672,18:31:47.000000
18337,Twitter for iPhone,"....People are fleeing New York State because of high taxes and yes, even oppression of sorts. They didn’t even put up a fight against SALT - could have won. So much litigation. The NRA should leave and fight from the outside of this very difficult to deal with (unfair) State!",2019-04-29,17980,77913,1122853926087348224,13:23:32.000000
18338,Twitter for iPhone,"I’ll never get the support of Dues Crazy union leadership, those people who rip-off their membership with ridiculously high dues, medical and other expenses while being paid a fortune. But the members love Trump. They look at our record economy, tax &amp; reg cuts, military etc. WIN!",2019-04-29,24723,114625,1122871319857696768,14:32:39.000000
18511,Twitter for iPhone,"....of additional goods sent to us by China remain untaxed, but will be shortly, at a rate of 25%. The Tariffs paid to the USA have had little impact on product cost, mostly borne by China. The Trade Deal with China continues, but too slowly, as they attempt to renegotiate. No!",2019-05-05,18577,77372,1125069836088950784,16:08:46.000000
18553,Twitter for iPhone,"Real estate developers in the 1980’s &amp; 1990’s, more than 30 years ago, were entitled to massive write offs and depreciation which would, if one was actively building, show losses and tax losses in almost all cases. Much was non monetary. Sometimes considered “tax shelter,” ......",2019-05-08,19259,93719,1126078422797602816,10:56:32.000000
18554,Twitter for iPhone,"....you would get it by building, or even buying. You always wanted to show losses for tax purposes....almost all real estate developers did - and often re-negotiate with banks, it was sport. Additionally, the very old information put out is a highly inaccurate Fake News hit job!",2019-05-08,16812,84592,1126078423816921088,10:56:32.000000
18566,Twitter for iPhone,"RT @realDonaldTrump: ....you would get it by building, or even buying. You always wanted to show losses for tax purposes....almost all real…",2019-05-08,16812,0,1126136003490721792,14:45:20.000000
18719,Twitter for iPhone,"....employment numbers ever, low taxes &amp; regulations, a rebuilt military &amp; V.A., many great new judges, &amp; so much more. But we have had a giant SCAM perpetrated upon our nation, a Witch Hunt, a Treasonous Hoax. That is the Constitutional Crisis &amp; hopefully guilty people will pay!",2019-05-12,17190,72618,1127688824409264128,21:35:41.000000
18740,Twitter for iPhone,"RT @GOPChairwoman: Asian Americans are winning with @realDonaldTrump:
 
2.1% unemployment rate – the lowest in history!

Asian taxpayers re…",2019-05-13,8527,0,1127924930048339968,13:13:53.000000
18780,Twitter for iPhone,"The Dems are getting another beauty to join their group. Bill de Blasio of NYC, considered the worst mayor in the U.S., will supposedly be making an announcement for president today. He is a JOKE, but if you like high taxes &amp; crime, he’s your man. NYC HATES HIM!",2019-05-16,30649,130042,1129001970654679040,12:33:40.000000
18862,Twitter for iPhone,"...Mexico’s attitude is that people from other countries, including Mexico, should have the right to flow into the U.S. &amp; that U.S. taxpayers should be responsible for the tremendous costs associated w/this illegal migration. Mexico is wrong and I will soon be giving a response!",2019-05-21,22061,98932,1130870087823613952,16:16:54.000000
18880,Twitter for iPhone,RT @RepMarkMeadows: A question every American should ask: what on earth was the point of a taxpayer funded special counsel if we’re going t…,2019-05-22,17426,0,1131147315945889792,10:38:30.000000
19076,Twitter for iPhone,"....Coyotes and Illegal Immigrants, which they can do very easily, or our many companies and jobs that have been foolishly allowed to move South of the Border, will be brought back into the United States through taxation (Tariffs). America has had enough!",2019-06-02,21613,107985,1135150118120939520,11:44:12.000000
19484,Twitter for iPhone,"Democrats want Open Borders, which equals violent crime, drugs and human trafficking. They also want very high taxes, like 90%. Republicans want what’s good for America - the exact opposite!",2019-06-26,19190,75061,1143839815600918528,11:13:58.000000
19541,Twitter for iPhone,"Congratulations to legislators in New Jersey for not passing taxes that would have driven large numbers of high end taxpayers out of the state. Many were planning to leave, &amp; will now be staying. New York &amp; others should start changing their thought process on taxes, fast!",2019-07-01,14260,66802,1145705584517373952,14:47:52.000000
19549,Twitter for iPhone,"....New York businesses in search of anything at all they can find to make me look as bad as possible. So, on top of ridiculously high taxes, my children and companies are spending a fortune on lawyers. No wonder people and businesses are fleeing New York in record numbers!",2019-07-01,16327,78716,1145726442636029952,16:10:45.000000
19556,Twitter for iPhone,"...Texas will defend them &amp; indemnify them against political harassment by New York State and Governor Cuomo. So many people are leaving New York for Texas and Florida that it is totally under siege. First New York taxes you too high, then they sue you, just to complete the job",2019-07-02,14082,72454,1146016074384773120,11:21:38.000000
19658,Twitter for iPhone,RT @SteveScalise: America’s economy thrives when you cut taxes and get harmful Washington regulations out of the way. Republicans and @real…,2019-07-06,11512,0,1147641712438861824,23:01:21.000000
19659,Twitter for iPhone,"Sleepy Joe Biden just admitted he worked with segregationists and separately, has already been very plain about the fact that he will be substantially raising everyone’s taxes if he becomes president. Ridiculously, all Democrats want to substantially raise taxes!",2019-07-07,23335,98804,1147853700217618432,13:03:42.000000
19883,Twitter for iPhone,"....with the U.S., and wishes it had not broken the original deal in the first place. In the meantime, we are receiving Billions of Dollars in Tariffs from China, with possibly much more to come. These Tariffs are paid for by China devaluing &amp; pumping, not by the U.S. taxpayer!",2019-07-15,17005,92841,1150717475421663232,10:43:20.000000
19922,Twitter for iPhone,"....Greatest Economic BOOM in the history of our Country, the best job numbers, biggest tax reduction, rebuilt military and much more, is now OVER. This should never be allowed to happen to another President of the United States again!",2019-07-17,24401,132715,1151618791069114368,22:24:50.000000
20024,Twitter for iPhone,"“I completely read the entire Mueller Report, and do you know what I concluded after reading both Volume 1 and Volume 2? There is no there there. NO THERE THERE! We completely wasted everybody’s time and taxpayer’s money.” @trishregan",2019-07-23,3066,11357,1153490947788955648,02:24:07.000000
20025,Twitter for iPhone,"“I completely read the entire Mueller Report, and do you know what I concluded after reading both Volume 1 and Volume 2? There is no there there. NO THERE THERE! We completely wasted everybody’s time and taxpayer’s money.” @trish_regan",2019-07-23,22794,99681,1153494667574632448,02:38:54.000000
20032,Twitter for iPhone,"....Tariffs, Remittance Fees, or all of the above. Guatemala has not been good. Big U.S. taxpayer dollars going to them was cut off by me 9 months ago.",2019-07-23,16008,88299,1153641907781873664,12:23:59.000000
20113,Twitter for iPhone,"France just put a digital tax on our great American technology companies. If anybody taxes them, it should be their home Country, the USA. We will announce a substantial reciprocal action on Macron’s foolishness shortly. I’ve always said American wine is better than French wine!",2019-07-26,45177,186749,1154791664625606656,16:32:42.000000
20363,Twitter for iPhone,"....cause big disruption by going to Manhattan. Working almost all of the time, including evenings. Don’t have to be in W.H. to do that...And sooo many other false statements. He is right about one thing, though. I will win again in 2020. Otherwise, he pays 95% in taxes!",2019-08-10,20498,115655,1160306983376961536,21:48:36.000000
20537,Twitter for iPhone,"RT @charliekirk11: Do the math:

At the most, the Wall will cost $20 billion

Illegals cost US taxpayers $165 billion a year",2019-08-17,23667,0,1162846920928350208,22:01:25.000000
20696,Twitter for iPhone,"...unfair Trading Relationship. China should not have put new Tariffs on 75 BILLION DOLLARS of United States product (politically motivated!). Starting on October 1st, the 250 BILLION DOLLARS of goods and products from China, currently being taxed at 25%, will be taxed at 30%...",2019-08-23,15554,67154,1165005929831702528,21:00:33.000000
20697,Twitter for iPhone,"...Additionally, the remaining 300 BILLION DOLLARS of goods and products from China, that was being taxed from September 1st at 10%, will now be taxed at 15%. Thank you for your attention to this matter!",2019-08-23,17058,74013,1165005930733473792,21:00:33.000000
20722,Twitter for iPhone,"“Face It, You Probably Got A Tax Cut!” This was a New York Times headline, and it is very true. If Republicans take back the House, and keep the Senate and Presidency, one of our first acts will be to approve a major middle income Tax Cut! Democrats only want to raise your taxes!",2019-08-24,22104,82975,1165281416206266368,15:15:14.000000
20835,Twitter for iPhone,"RT @club4growth: Agreed, @SenTedCruz &amp; @taxreformer. We’re not tired of all this winning. @realdonaldtrump should boost our already winning…",2019-08-30,4254,0,1167409671357026304,12:12:09.000000
21144,Twitter for iPhone,"..that this Administration has done. They don’t talk about the great economy, the big tax and regulation cuts, the rebuilding of the Military, “Choice” at our VA, our Vets, Judges and Supreme Court Justices, the Border Wall going up, lowest crime numbers, 2nd A, and so much more!",2019-09-09,9697,43051,1171051473607823360,13:23:23.000000
21359,Twitter for iPhone,"RT @WhiteHouse: Thanks to President @realDonaldTrump’s historic tax reform legislation, 879 Opportunity Zones will stimulate investment in…",2019-09-18,4043,0,1174288815004901376,11:47:25.000000
21400,Twitter for iPhone,"RT @Jim_Jordan: Oversight hearing on DC statehood. Dems’ planned map would carve out Trump Hotel.

Is it because they want the tax revenue?…",2019-09-20,9037,0,1174869332473589760,02:14:11.000000
22090,Twitter for iPhone,"I will be in Louisiana tonight (Love it!) to get Republicans to vote for either of our two great Republican Candidates and force a run off with John Bel Edwards, who has done a really poor job of tax cutting, car insurance cost (worst in USA), &amp; is suspect on your 2nd Amendment!",2019-10-11,12709,51104,1182657102357110784,14:00:00.000000
22099,Twitter for iPhone,"RT @WhiteHouse: ✅ Median household income is at a record high
✅ The average household saw a $1400 tax cut
✅ Unemployment has fallen to 3.5%…",2019-10-11,7539,0,1182680500760170496,15:32:59.000000
22152,Twitter for iPhone,"Louisiana, get out and vote REPUBLICAN before going to the big game today. A runoff will be a tremendous win for your Great State - lower taxes and car insurance, and better protection of your 2nd Amendment! Fantastic being with you last night!",2019-10-12,17308,71187,1183023558655709184,14:16:10.000000
22170,Twitter for iPhone,RT @DevinNunes: CA Republicans tried to repeal new gas tax. Unfortunately Dem/Socialists/Media rejected it. Now we pay the price here in CA…,2019-10-13,18997,0,1183239217700364288,04:33:07.000000
22299,Twitter for iPhone,"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 https://t.co/qXB198T5cM",2019-10-18,30987,100037,1185037614685904896,03:39:18.000000
22354,Twitter for iPhone,RT @ericmetaxas: Here is a LONG and rather revealing interview I did w/@KatrinaTrinko at the @Heritage Foundation's @DailySignal podcast! A…,2019-10-19,4816,0,1185606620962840576,17:20:20.000000
22691,Twitter for iPhone,"....Your current Governor, John Bel Edwards, has done a poor job with economic development (last in nation) and auto insurance (highest in nation) wants to raise your taxes BIG - vote for Eddie starting Saturday!",2019-10-30,10411,39222,1189614078534311936,18:44:32.000000
22738,Twitter for iPhone,"....New York, and always will, but unfortunately, despite the fact that I pay millions of dollars in city, state and local taxes each year, I have been treated very badly by the political leaders of both the city and state. Few have been treated worse. I hated having to make....",2019-11-01,15315,76863,1190079192358105088,01:32:44.000000
22746,Twitter for iPhone,"“This is the biggest, most disgusting scandal, and it’s all on the Democrat  Party that has highjacked the Impeachment process, our tax dollars, the House of Representatives, to push their 2020 Election. That’s what’s going on.” @marklevinshow  Cannot be said any better!",2019-11-01,19333,70163,1190244509277458432,12:29:39.000000
22759,Twitter for iPhone,"....in New York, and another reason they are leaving. Taxes and energy costs are way too high, Upstate is being allowed to die as other nearby states frack &amp; drill for Gold (oil) while reducing taxes &amp; creating jobs by the thousands. NYC is getting dirty &amp; unsafe again, as",2019-11-01,464,1555,1190373502416752640,21:02:13.000000
22763,Twitter for iPhone,"....in New York, and another reason they are leaving. Taxes and energy costs are way too high, Upstate is being allowed to die as other nearby states frack &amp; drill for Gold (oil) while reducing taxes &amp; creating jobs by the thousands. NYC is getting dirty &amp; unsafe again, as....",2019-11-01,6662,25397,1190375830247104512,21:11:28.000000
22780,Twitter for iPhone,"Louisiana has a chance to have a really great Governor in @EddieRispone. Auto insurance costs and taxes will be coming way down with Eddie, and your 2nd Amendment will be protected. Current Democrat governor has done a really poor job! VOTE EARLY FOR EDDIE!",2019-11-02,15879,59988,1190694747716886528,18:18:44.000000
22799,Twitter for iPhone,"RT @VP: Under President @realDonaldTrump, we’ve cut taxes, rolled back red tape, unleashed American energy and forged free, fair and recipr…",2019-11-02,10601,0,1190757192036732928,22:26:52.000000
22801,Twitter for iPhone,RT @realDonaldTrump: Louisiana has a chance to have a really great Governor in @EddieRispone. Auto insurance costs and taxes will be coming…,2019-11-02,15844,0,1190757434844946432,22:27:50.000000
22826,Twitter for iPhone,"I hope everyone in the Great State of Virginia will get out and VOTE on Tuesday in all of the local and state elections to send a signal to D.C. that you want lower taxes, a strong Military, Border &amp; 2nd Amendment, great healthcare, and must take care of our Vets. VOTE REPUBLICAN",2019-11-03,23869,89491,1191087187443490816,20:18:09.000000
22847,Twitter for iPhone,"Great Republican Geary Higgins has my complete and total Endorsement for Virginia Senate, 13th District. He is strong on Crime, the Border, our Military, Cutting Taxes, and protecting your 2nd Amendment. Dem John Bell will take your guns &amp; raise your taxes. Vote for Geary Higgins",2019-11-04,14937,56223,1191218806468820992,05:01:09.000000
22850,Twitter for iPhone,"Louisiana, get out and Vote Early for @EddieRispone as your next Governor. Lower Taxes and car insurance. Will protect your 2nd Amendment. John Bel Edwards is always fighting our MAGA Agenda. Wants to raise your taxes and car insurance to the sky. Vote for Republican Eddie R!",2019-11-04,14500,50788,1191222515030470656,05:15:54.000000
23130,Twitter for iPhone,Getting ready to land in Louisiana to do Rally with Great Republican @EddieRispone for Governor. He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2nd Amendment. VOTE SATURDAY!,2019-11-15,13554,60441,1195136338510499840,00:28:02.000000
23160,Twitter for iPhone,Good morning Louisiana! Polls are open at 7AM. Get out and VOTE for @EddieRispone to be your next Gov! He will get your taxes and auto insurance (highest in Country!) way down. Loves our Military &amp; Vets. Will protect your 2A. Find your polling place below: https://t.co/0rnhb4z3HU,2019-11-16,18008,57237,1195690037461094400,13:08:14.000000
23170,Twitter for iPhone,"Louisiana, 3 hours left, get out and Vote for @EddieRispone for Governor. Lower taxes and much more!",2019-11-16,13380,50435,1195844715238830080,23:22:52.000000
23272,Twitter for iPhone,"Bob Mueller, after spending two years and 45 million dollars, went over all of my financials, &amp; my taxes, and found nothing. Now the Witch Hunt continues with local New York Democrat prosecutors going over every financial deal I have ever done. This has never happened to a.....",2019-11-21,17933,68101,1197499642243670016,12:58:57.000000
